traget_word	sentence_a	span_a_strat	sentence_b	span_b_strat	True_label	pre_label	predict_probs
分子	军事医学科学院有关专家在分子进化理论研究的基础上,推断不同肤色异族人种的—干扰素应存在一定差距,并据此认为西方人源干扰素产品不适于中国病人长期使用,否则可能因免疫学反应而降低药效并产生副作用。	12	《报告》把中国符合国际准则的一些规定和做法作为“侵犯人权”的证据,正好说明作者的真实目的是借口人权支持中国的少数反政府分子,破坏中国的稳定,并最终颠覆中国合法政府,改变中国的发展道路。	59	0	0	[0.6484877467155457, 0.35151228308677673]
研究	灾情发生后,河北省市县三级迅速成立抗震救灾指挥部,研究应急措施,安排抗震自救。	25	他强调,应该在统一战线的内部,提倡发表各种不同的意见,彼此讨论、研究、切磋,以求得更好的认识,求得更符合于真理,不断推动我们的事业前进。	32	0	1	[3.711001045303419e-05, 0.9999629259109497]
穿	战后两德分治,柏林一分为二,柏林墙穿此而过,除一片葡萄酒馆外,这里几乎只见荒烟蔓草。	17	登华岳、涉黄河、赴陕北、越秦巴、穿戈壁,笔下佳作泉涌。	16	1	1	[1.9113184952378355e-14, 1.0]
分子	多年来,埃及一直指责苏丹向反政府的埃及穆斯林武装分子提供庇护,并卷入1995年在埃塞俄比亚首都刺杀埃总统穆巴拉克的未遂事件。	24	首先,申请厂家必须提供充分的科学实验证据,阐明新药单体化合物或蛋白质分子的理化特性与生物学活性,并向FDA递交充分的动物实验资料,证明新药的安全性与有效性。	34	0	1	[1.3501017795056192e-12, 1.0]
老	如果家长老盯着缺点,无异于在火山口加了重压,火山就没有力量喷发了。	4	老闷在家看电视也没劲,还不如串门唠嗑呢!	0	1	1	[9.671184327116834e-28, 1.0]
走	去年,全市1万多个调解组织在全市范围内开展了“走千家、进万户、排隐患、保安定”的民间纠纷大排查活动,排查出各类民间纠纷3.2万多件,重大纠纷隐患7500多件,有力地配合了首都创安活动和“严打”斗争。	23	他俩建立文学因缘始于三十年代初期,尽管后来走的路不完全一样,但心是贴近的。	21	0	0	[1.0, 1.929286034779363e-23]
钱	在中国科协做了多年科研管理工作的徐善衍委员说:就是这些钱,有没有用好,还值得研究。	27	业余剧团缺的是经费,这些年侯老往里添的钱至少也有六七千元。	19	1	0	[1.0, 1.1257630351826188e-16]
运动	霍金由于患有运动神经元疾病身体瘫痪而不能说话,只能坐在轮椅上通过电脑语音合成器讲话。	6	另一方面观测X—射线双星系统轨道运动的种种效应,又可以准确地确定每个子星的质量,果然在这一类天体中找到了一些质量超过3个太阳质量的致密天体,比如天鹅座的X—1源,就是这样一个黑洞的候选天体。	16	1	1	[0.0011848125141113997, 0.9988151788711548]
没有	有些企业集团进行大规模扩张,兼并过来许多没有什么优势的企业;有些地方政府和政府部门则实行“拉郎配”,或整行业建制地变成一个大公司、大集团。	20	去年夏天,我参加一家杂志社组织的云南少数民族地区风情采风活动,在饱览了大理的苍山、洱海秀丽风光后,萌发了要写一篇游记的念头,但因对当地的一些历史传说了解甚少,在宾馆苦思两天都没有下笔。	87	0	1	[0.006565512157976627, 0.9934345483779907]
路	民警韩庆翔、路勇经多次努力,得到红旗小学的支持,免费接收她入学。	6	今天,浦东新区还成立“科技顾问团”,聘请李政道、谈家桢、路甬祥、王大中、杨福家等11位国内外知名学者、中科院院士担任科技顾问,为浦东高新技术产业发展出谋划策。	28	1	1	[6.403844244256623e-24, 1.0]
没有	全所民警认真履行承诺,至今没有一条失信。	13	山东队是本赛季唯一没有人员变化的球队,却取得积分榜第二的位置。	9	1	1	[1.151708261204476e-06, 0.9999988079071045]
起来	北京武术队经历了预赛成绩不理想的挫折,也尝到了摔倒后爬起来奋起直追、直至到达顶峰的欣喜。	27	据新华社波恩1月11日电(记者胡旭东)德国11日气温最高达到18摄氏度,全国天气晴朗,骄阳播暖,春蕾初绽,数百万人漫步在海滩、河滨、林间和街道,尽情享受冬季周末温暖的闲暇,露天咖啡馆和啤酒馆的生意也随之兴旺起来。	103	0	0	[1.0, 1.320462829225582e-27]
运动	早期的民主与科学,独立与自由,鲁迅的“常新说”(1925年《我观北大》:“第一,北大是常为新的,改进的运动的先锋,要使中国向着好的,往上的道路走。	51	据新华社华盛顿2月20日电科学家通常认为,长寿与遗传基因有关,但芬兰科学家的最新调查表明,对于长寿运动比基因更重要。	49	0	0	[0.9999059438705444, 9.405921446159482e-05]
路	民警韩庆翔、路勇经多次努力,得到红旗小学的支持,免费接收她入学。	6	约14时30分左右,蒋坝镇居民肖强和其表弟路传俊驾驶无证照牌双排座小型货车,由南往北行至施工路段南端时,一名执勤养路工迅速打手势让车辆从未施工的路面上通过(西半幅路面包括加宽部分足有7米,10吨货车都能通过)。	21	1	0	[1.0, 1.133625904259361e-08]
把握	如果说七十年代末八十年代初小说发展的根本力量来自对生活脉搏的把握,来自文学在人们心灵中的地位,如今小说在进一步关注现实和人生的同时,正在走向更加成熟和自觉。	30	紧紧把握哲学和经济学的结合点,分析市场经济中理性因素与非理性因素的关系,是该书的另一重要特色。	2	1	0	[1.0, 1.4614886469140716e-30]
起来	“向我看齐”这四个字,说起来容易,做起来很难。	12	像制定债务比例和坏账、呆账比例,这做起来并不难,因为国际上有一整套现成的规定,只要根据实际情况“套用”就可以了。	18	1	0	[0.8998228311538696, 0.10017720609903336]
包	此书以“起帆精神”、“报国情怀”和“智慧结晶”三个板块组成基本框架,书中汇集了各大报刊发表的介绍包起帆先进事迹的文章以及包起帆在国内外发表的主要学术论文等。	48	去年我新签外包工程和劳务合作113亿美元	6	0	0	[1.0, 6.351490321278265e-31]
路	10年前因工伤办了退休手续的构件一厂工人路全荣,月退休金只有200元,孩子上初二,爱人有心肌炎,只得靠卖水果贴补家用,经常早上4点多钟就去批发市场选购。	20	领导想安排另一名同志去当站长,面对水、电、路“三不通”的加油站,宁洪虎自告奋勇:“我退伍后还没给公司作多少贡献。	21	0	1	[7.90941271588963e-07, 0.9999991655349731]
路	丰润县去年完成旧城改造10万平方米(建筑面积),使县城路直了,街平了,楼高了,老百姓的生活环境改善了。	27	火炬于1月4日在东京点燃后,于6日分别从北海道札幌市、冲绳县那霸市和九州岛鹿儿岛县分三路开始了穿越全日本47个县的接力活动。	43	0	1	[8.098730019945322e-11, 1.0]
日子	现在回想这些“难捱”的日子,闵鹿蕾总不忘提起恩师马家驿对他的鼓励和指点。	11	空虚的生活宛如野渡的一叶孤舟,随波逐流;无聊的日子恰似山巅的一片枯叶,随风飘荡。	23	0	0	[1.0, 6.539287340789901e-12]
钱	刚参加工作不久的年轻女教师刘羽捐了150元钱,还多次带着水果到医院去看望。	21	本报比勒陀利亚12月30日电中国国务院副总理兼外交部长钱其琛和南非外交部长恩佐30日在这里举行记者招待会,分别阐述了两国关于中南关系正常化和台湾问题的立场。	27	0	0	[1.0, 4.898537813413311e-28]
路	上午10时,北岸党工委等部门的领导在郑海雄的带领下,分几路到各乡镇农家向农民拜年。	28	约14时30分左右,蒋坝镇居民肖强和其表弟路传俊驾驶无证照牌双排座小型货车,由南往北行至施工路段南端时,一名执勤养路工迅速打手势让车辆从未施工的路面上通过(西半幅路面包括加宽部分足有7米,10吨货车都能通过)。	21	0	0	[1.0, 2.856032355058602e-10]
运动	围棋是高智力运动,可以训练人的综合素质。	6	由于三个天体都在运动,黎明前我国各地看到自东向西按木星、金星、月亮排列相聚;而到北京时间10时,金星合木星(相距0.3度),15时月掩木星,16时月掩金星,西半球能看到。	8	0	1	[7.121043745428324e-05, 0.9999288320541382]
包	但要使“包扶”更富有成效,就应看到,“包”只是形式,“扶”才是内容,因此“包扶”必须在“扶”字上狠下功夫。	4	局党委从抓党员作用着手,在全局党员中广泛持久地开展了以“一个党员带三个群众”和“安全责任包保”为主要内容的“创先锋岗,建红旗区”活动,让每个党员成为团结群众投身改革和推动生产经营的带头人。	44	1	0	[1.0, 1.6125623059082272e-09]
日子	“还不是旱的,从1959年到1995年,俺村36年就没种过麦子,秋季也是种一葫芦收一瓢,口粮全靠救济,那日子就甭提了。	52	年轻的乡长赵志刚向朱运宽介绍说,三台山乡这些年来粮食年年丰收,通了电,通了水,日子越过越好,希望老知青们今后多回来走走看看,帮助发展。	39	1	1	[9.352581941865443e-31, 1.0]
没有	由于今年涉及经济发展全局和社会稳定的重点工作较多,任务难度较大,对财政的保障程度要求很高,中央和地方财政所面临的减收增支压力是近几年所没有的。	67	如果届时没有竞争能力,这些企业就会成为集团的“包袱”。	4	0	0	[1.0, 5.409759882607821e-17]
老	虎年新岁,手捧卡片盒,我深深地拜了,虽不能跪只是揖尔,但一片诚心可鉴,拜百岁的陈翰伯老,拜所有不知年龄的永远年轻的作者。	42	当时英国富人们纷纷携老带小,移居海外。	10	1	1	[1.19381016183695e-09, 1.0]
地方	今后要分清中央和地方的职责,不能再吃『大锅饭』。	8	他让当时任副委员长的乌兰夫同志主持,以全国人大民委为主,国家民委有关同志参加,吸收中央和地方的有关同志一起,提出宪法民族部分的修改草案,并且就重大原则问题给予指示。	44	1	0	[1.0, 2.108850030911913e-31]
运动	我们打破了以往那种影片中比较沉闷的叙事形态,力图让影片活跃起来,让叙事大都在运动中进行,让镜头充满勃勃生机,充满独创性和鲜明的色彩。	38	他们不仅自发地组织了『拯救经济,再创汉江奇迹』一千万人签名运动,而且还把『压在箱底下的美元』,储蓄到银行,短短几天就储蓄了十亿美元之多。	29	0	1	[3.4993459241405844e-09, 1.0]
冲击	但芮乃伟应对无误,不但从容使这块白棋活出,而且乘机冲击黑棋的薄弱之处,使得黑棋疲于应付。	25	王中才的《遥远女儿岛》以一个海岛女炮班从建国初期到改革开放几十年的风雨历程,表现了一群海岛女儿对国防建设的热恋和对美好生活的追求,展示了人们在社会大变革中心灵的震撼和情感的冲击,高扬了不屈不挠的奋发进取精神。	86	1	0	[1.0, 2.5788379485986542e-36]
突出	德国的新发明、新技术在生物技术、微电子技术和环保技术方面突出。	28	涉及人身健康安全的产品质量问题严重,其中高频手术器、食品添加剂、电热水器、信息技术设备用插头电源线等5类产品问题尤为突出,列本季度合格率最后5位。	58	0	1	[1.2531179427455186e-09, 1.0]
材料	他当即找来公司主管副总、材料部长和财务部长,严厉地说:“这件事为什么不和我打招呼?	12	项桥电管站帮助该村义务施工,材料由县供电局与村里各购一半,整顿结束后,农户照明电价降到每千瓦时0.768元。	14	1	1	[0.028253594413399696, 0.9717464447021484]
日子	据介绍,今天是大学报名的日子,很多来自全国乃至世界各地的青年男女学生,都赶来这里报名。	12	他悄声告诉记者,开车每月能挣4万第纳尔,比周围邻居的日子强多了。	26	0	1	[8.706698281457648e-06, 0.9999912977218628]
分子	前者致力于研制超高性能器件或部件,如量子器件、超导芯片、光互联和光存储部件、生物分子部件等,主要在硬件方面下功夫。	40	事发后,以色列曾拒绝瑞士方面的指控,声称伯尔尼的间谍案系黎巴嫩真主党分子所为,但以色列情报机构摩萨德的负责人丹尼·亚托姆事后已引咎辞职。	34	0	0	[1.0, 5.609980961615721e-32]
突出	这次通报表彰的干部和班长,是广大优秀基层带兵人的突出代表。	24	中国银行为全面提高员工的能力和素质,积极开展读书活动,在读书内容上突出政治性,强调业务性,兼顾知识性、历史性、趣味性,进一步提高了员工的政治业务素质。	33	0	1	[3.5273471439722925e-05, 0.999964714050293]
路	因为路不熟,她乘公交车到达五一广场后,不知怎么搭车了,便步行几公里路,赶到学校。	2	不到半月,他跑遍长春的六个区,最长一天走了四十公里路,竟跑烂了一双皮鞋为办理购房、开业手续,蹲在马路上等人,一等就是四个小时。	25	1	0	[1.0, 0.0]
钱	众多的企业一起进入,迅速扩大了生产能力,适应了迅速扩大的市场需求,使厂家在这个新兴市场中大赚其钱,并导致了价格的下降,使消费者得到了实惠。	47	全国大多数地方财政都拿不出这笔钱。	15	0	1	[2.1803447936008524e-09, 1.0]
起来	邓小平同志说:“如果走资本主义道路,可以使中国百分之几的人富裕起来,但是绝对解决不了百分之九十几的人生活富裕的问题”,“只有社会主义制度才能从根本上解决摆脱贫穷的问题”。	31	瞧,最近各区县自考报名点又开始热闹起来,报名的都是准备参加一九九八年上半年自考的。	17	1	0	[0.782595694065094, 0.2174042910337448]
运动	更为严重的是大气又是运动最快的圈层。	10	霍金由于患有运动神经元疾病身体瘫痪而不能说话,只能坐在轮椅上通过电脑语音合成器讲话。	6	1	1	[2.273392141205477e-09, 1.0]
坐	工作人员老李笑吟吟地招呼老人:『请坐!	17	回国后,也是坐汽车踩了别人一下,他连忙道歉,那位则根本没听见一般,扔出一句『瞎了眼了!	6	0	1	[0.018974468111991882, 0.9810255169868469]
冲击	王中才的《遥远女儿岛》以一个海岛女炮班从建国初期到改革开放几十年的风雨历程,表现了一群海岛女儿对国防建设的热恋和对美好生活的追求,展示了人们在社会大变革中心灵的震撼和情感的冲击,高扬了不屈不挠的奋发进取精神。	86	果然,萨拉斯的猛烈冲击,让对方守门员不得不在球门线内接球。	9	1	0	[1.0, 2.1738741037978904e-25]
分子	但愿服务行业在为人民服务时,不仅仅是承诺过就算了,而是能认识到消费者并不是自己的对立面,每一个人都是社会的一分子,社会主义的精神文明还需要大家共同来创造。	54	宋子文、宋美龄到西安,12月23日与周恩来、张学良、杨虎城谈判改组南京政府,排逐亲日派,加入抗日分子,宋子文提出驱除亲日分子名单,推荐孔祥熙任院长,宋子文为副院长,及各部部长。	48	1	1	[5.592148448409391e-14, 1.0]
包	我宣布:“明天起,除了小凯文的伙食他妈妈管,家里早中晚饭菜我全包。	31	前三合村早先与海河湾村一样是双港镇有名的贫困村,1993年,港田公司决定抽出4台机床和6名技术员,无偿为该村建一个机械厂,包料包销,并让在港田公司打工的前三合村青年刘德仲,回村当起了机械厂的厂长,这位自嘲“捡来一个厂长”的年轻人动情地说:“前三合村能有今天,全靠港田的无私帮助,今后我们也会像他们一样帮助别人。	61	1	0	[1.0, 1.034466052183957e-16]
少	十件贺卡有八件是“恭喜发财”“大吉大利”之类空洞无物的陈年老辞,它多半成了虚应的客套,少了点真挚,少了点新鲜。	43	新当选的农业部长讲,去年因干旱,东北粮垦区少收了四十亿公斤粮食。	21	0	0	[1.0, 1.2611686178923354e-44]
坐	这一天,天空忽然霹雳一声炸响,一个五光十色的彩团穿过滚滚乌云,落到如今云南东部的狮子山上……云娇睁眼一看,自己已到凡间,坐在一块巨石上,四周树木葱郁,干云蔽日……	60	84岁的聂永芳老奶奶笑吟吟地盘腿坐在炕头,一位军校女学员为老人梳理花白的头发;89岁的王承华老爷爷喜滋滋地眯着眼睛坐在“太师椅”上,把小收音机举在耳边听秦腔戏;还有几位女学员忙着洗衣服、擦桌子、扫地……	16	1	0	[1.0, 2.3642679019442775e-25]
老	老闷在家看电视也没劲,还不如串门唠嗑呢!	0	情同爷孙的一老一少相依为命而又充满悲欢离合的人生故事,揭示了民国初年那个人祸连年、天灾不断的时代背景下,人对命运的无奈和社会对人的本性———真诚与善良的扭曲和戕害。	6	0	1	[6.87892021122849e-10, 1.0]
老	胡锦涛说,中老两国是友好邻邦,两国人民有着长期友好交往的历史。	6	这样我们又触及作家“充电”的老话题。	14	0	0	[1.0, 7.518462848826735e-13]
起来	安徽广大农村高、低压电网及其电力设施,与全国其他地方一样,是六七十年代因陋就简建设起来的,许多环节先天不足。	41	要把向英雄模范学习同做好部队的各项工作紧密结合起来,爱岗敬业,在各自的岗位上为军队和国防建设贡献聪明才智,按照江主席“五句话”的总要求,推动部队全面建设。	23	1	0	[0.999782145023346, 0.00021784829732496291]
起来	3年里,3位老人都曾因季节变化或环境不适病倒过、躺下过,可每次又都坚强地站起来了。	37	“让您站起来,让您走起来”,杨大夫对每一个中风偏瘫患者都充满希望。	4	1	1	[2.679853925749239e-25, 1.0]
起来	解放思想说起来容易,真正做起来并不容易,需要树立彻底的辩证唯物主义的科学态度,树立为追求真理而无所畏惧的精神。	5	但家乡南北山都出核桃,夹核桃仁的糖,糖房是常作的,把核桃肉炒熟轧碎,先把一团糖擀成薄片,把核桃肉撒在薄片上,一折,再压紧,切成二寸大小菱形块,这种夹心糖吃起来很香。	77	1	0	[1.0, 0.0]
分子	他们说,只要掌握了任意打开和关闭这种基因的分子开关,人们就能够延长农作物的生长期从而增加产量。	21	美国南加州大学的Adleman教授1994年11月在Science杂志上发表了一篇具有里程碑意义的论文,他设计了一个DNA计算算法,用了7天时间,在试管内做DNA分子合并分离,成功地找出7个城市的一个哈密顿圈,即每个城市访问一次的回路,显示了DNA计算在求解组合判定问题的明显优势。	81	1	1	[1.5061560939416685e-12, 1.0]
包	可我们“包”了今天,“包”得了明天,“包”得了他们的一生吗?	4	世界上没有包医百病的药方,也没有能够回答、解决现实生活中全部问题的理论。	5	1	0	[0.9994385838508606, 0.0005614520632661879]
日子	一个平常的日子,他把大伙集合起来,宣布了一个不平常的决定:办企业,我们村没基础,资源匮乏,不能盲目上项目。	5	他下令将他庞大的军力进行备案,于是上千人花了上千个日子将一兵一卒,一车一马,一矛一戈,甚至士兵腰间的一个佩环都登记入册,每个士兵的胡子、眼睛、着装、军衔、年龄;每匹战马的形态、颜色包括一条尾巴都细致入微地描绘出来,凡军队所需的一切无一遗漏地注册收入一部“巨著”。	25	1	0	[1.0, 1.636889918925454e-37]
包	还有些旅行社在广告词中打些小埋伏,如出境的报价不含护照费、签证费;一入境便在深圳或广州散团,国内回程自理;包餐只包陆上不包船上(其实大部分时间在船上度过);游园只包入园门票;报的景点多,游的景点少等等。	53	张德邻来自北方,饺子包得很熟练。	10	0	1	[2.547710992707405e-16, 1.0]
坐	元月6日下午,记者约请合肥晚报总编仇旭东,一起坐车从长江路东头的九狮苑到大西门,沿途徐行,细细查看,只见3300盏大红灯笼无一损失,一个个迎风舞动,分外鲜艳,与道路两侧各式各样的灯饰广告交相辉映,令人留连忘返。	23	若坐南朝北,有遮阳板,顶层加挡热层,则容量可减少20%—30%。	1	0	0	[1.0, 2.1060769128666834e-08]
冲击	大变革时期各种社会思潮的冲击,使他们的就业观既有着现代的一面,又有着传统的一面。	12	同印尼男队相比,人家的两对双打摆在那里就可以全取两分,三单只要冲击到一分就可。	31	1	1	[2.9692728276131675e-09, 1.0]
运动	同时大会还将筹划中国妇女运动跨世纪的蓝图。	12	这种开放意识同封闭、僵化相对立,本身就具有解放思想的意义,而它的落脚点则在于掌握不断变化的客观世界大系统的运动规律,这当然又是实事求是的本质要求。	53	0	1	[0.0, 1.0]
老	一个老“武装”问刘福印:干了快10年武装部长都得了些啥。	2	谈到学生困惑的原因,昆明八中生物教师张穗说:“这本教材和4年前使用的老教材相比,应该说趣味性有所增强。	34	0	1	[4.4277503823239757e-16, 1.0]
少	新当选的农业部长讲,去年因干旱,东北粮垦区少收了四十亿公斤粮食。	21	我们所强调的抓落实,就是要遵循客观规律,重视和善于调动群众的积极性,把力气真正使到刀刃上,少投入多产出,争取事半功倍;要运用科学技术的力量,努力开拓新的局面。	45	0	0	[0.9999995231628418, 5.351707272893691e-07]
活动	许多大型设备如伸缩天线、可充气支撑物以及多功能活动望远镜等,在太空的失重环境下很难加以控制。	23	9间“临时病房”里各安放了两三张供采血用的活动病床,休息室里摆放着沙发,备有牛奶、面包等食品。	21	1	1	[2.940566628240049e-05, 0.999970555305481]
钱	唯一的出路就是到市场上去寻找,人往市场走,钱从市场来。	21	新华社北京一月七日电应摩洛哥王国首相兼外交与合作大臣阿卜杜勒拉蒂夫·菲拉利、阿尔及利亚民主人民共和国外交部长艾哈迈德·阿塔夫、马耳他共和国副总理兼外交和环境部长乔治·韦拉、意大利共和国外交部长兰贝托·迪尼圣马力诺共和国外交部长加布里埃莱·加蒂的邀请,国务院副总理兼外交部长钱其琛今天离开北京,前往上述五国进行正式友好访问。	136	0	0	[1.0, 4.6755944427754015e-34]
运动	我们是从为振兴中华而奋斗的历史接力运动的意义上来讲这种继承的,是从完成孙中山没有完成的民主革命并把它发展成为社会主义革命和社会主义现代化建设的意义上来讲这种继承的。	17	我们中学生主要玩赛车类、运动类、射击类和智力型游戏,那种危险性较大的体育游戏和赌博或暴力成分较高的动作游戏一般是成人玩。	12	1	0	[1.0, 7.085767259829183e-22]
研究	新华社天津12月30日电(记者张淑英)一生中爱虎、画虎、研究虎整整60年的著名画家慕凌飞,因病医治无效,于12月19日在天津溘然长逝,享年85岁。	28	春节将至,公款送礼又开始忙活起来,什么古玩文物、名人字画、邮票金币、股票证券、家用电器、现钞红包……班子内部轮流送,业务单位互相送,隶属关系逐级送,集体开始研究送……有人戏称:这是年度工作一项重要内容,既能“肯定”上年工作成绩,又能“打开”来年工作局面。	78	0	0	[0.9999692440032959, 3.075031054322608e-05]
路	学生们每年冬天都在这没生炉子的教室里度过,无论刮风下雨,天寒地冻,大雪封门,路滑坡陡,他们当中无一人旷课,上课迟到者也罕见。	38	刘凌同志是山东蓬莱人,1938年参加“山东人民抗日救国军第三军第二路”,同年8月加入中国共产党。	33	0	1	[4.036033729448718e-10, 1.0]
材料	在新的一年里,将有更多包含系统设计思想、采用高科技材料和先进工艺制作的新产品投放市场。	25	他引用最新的经济数字、外国人反映的情况、新旧社会生活对比等材料,来看中国日新月异的变化;阐述中国共产党和政府正确执行统战政策,广泛团结各阶层人民、各界人士包括前国民党军政人员,为振兴国家而努力工作;介绍各条战线上英模的光辉事迹和其他新人新事;讴歌工农群众、广大基层干部在生产和其他工作中发挥的当家作主的精神。	29	0	1	[1.3133356333128177e-05, 0.9999868869781494]
老	同时,要以东部老油气区为重点,努力提高采收率,使油田开发水平再上新台阶。	7	如果家长老盯着缺点,无异于在火山口加了重压,火山就没有力量喷发了。	4	0	1	[9.636789931762463e-35, 1.0]
没有	总部的管理人员可能没有时间熟悉产品专门知识,无法运用既有知识恰当评价经营单位经理的建议与业绩。	9	荣誉代表过去,科研没有止境。	9	0	0	[1.0, 6.572082637360845e-24]
分子	为了打击犯罪团伙,尤其是非法分子搞的形形色色地下经济活动,政府采取了一系列有力措施并收到了一定成效。	14	人所共知,生物DNA中贮存着“种瓜得瓜,种豆得豆”的丰富信息,它们以基因的形式排列组合在DNA分子中。	47	0	1	[1.9506829962087635e-13, 1.0]
分子	除极少数“台独”分子外,我们欢迎台湾各党派、团体的有关人士前来访问,以增进沟通与了解,增强民族情感和共识,共同为实现祖国和平统一大业贡献力量。	8	宋子文、宋美龄到西安,12月23日与周恩来、张学良、杨虎城谈判改组南京政府,排逐亲日派,加入抗日分子,宋子文提出驱除亲日分子名单,推荐孔祥熙任院长,宋子文为副院长,及各部部长。	48	1	1	[1.8453134575935337e-09, 1.0]
运动	我们是从为振兴中华而奋斗的历史接力运动的意义上来讲这种继承的,是从完成孙中山没有完成的民主革命并把它发展成为社会主义革命和社会主义现代化建设的意义上来讲这种继承的。	17	我们打破了以往那种影片中比较沉闷的叙事形态,力图让影片活跃起来,让叙事大都在运动中进行,让镜头充满勃勃生机,充满独创性和鲜明的色彩。	38	0	1	[1.2090273227016723e-10, 1.0]
日子	她带几分无奈地说,个人和单位都没入保险,后续生活并没保障;全家只靠丈夫四五百元的收入,日子确实紧巴巴。	43	由于这些企业眼下的日子还不错,有些经营者缺乏高瞻远瞩的谋略,加之联合过程中不可避免的利益调整,使得企业联合的愿望不很强烈。	9	1	1	[2.756383565838405e-08, 1.0]
冲击	艾基莱镇经两次地震冲击,半数以上建筑物被摧毁,绝大多数房屋受到不同程度的损坏。	9	据新华社马尼拉1月11日电(记者陈鹤高)持续了半年多的金融风暴对东南亚旅游业产生了巨大冲击,但同时也带来了一些发展机遇。	43	1	0	[0.9999643564224243, 3.568210013327189e-05]
包	《通知》要求各级税务机关必须正确履行国家税法赋予的职责,做到依法征税,应收尽收,严禁各种形式的“包税”。	48	他说,这次沙特阿拉伯队共来57人,包了第三、四层,不让外人上,餐厅正常对外营业。	17	1	1	[0.0001293604145757854, 0.9998706579208374]
运动	第四,邓小平指出改革是社会主义基本矛盾运动的必然要求,从而为改革开放奠定了深层的哲学基础;	19	由于三个天体都在运动,黎明前我国各地看到自东向西按木星、金星、月亮排列相聚;而到北京时间10时,金星合木星(相距0.3度),15时月掩木星,16时月掩金星,西半球能看到。	8	0	0	[0.9999997615814209, 2.1826703289207217e-07]
研究	特别是对于一些看好的项目还要经主管部门反复讨论,再三研究,手续繁杂,好的发展机遇往往因时间耽误而白白丧失。	26	裁判对比赛中发生的这一情况进行了研究,最后裁定查利斯特虽然犯规,但比赛结果依然有效。	16	1	1	[3.284873309894465e-05, 0.999967098236084]
坐	84岁的聂永芳老奶奶笑吟吟地盘腿坐在炕头,一位军校女学员为老人梳理花白的头发;89岁的王承华老爷爷喜滋滋地眯着眼睛坐在“太师椅”上,把小收音机举在耳边听秦腔戏;还有几位女学员忙着洗衣服、擦桌子、扫地……	16	掌声一阵又一阵,这时坐在墙角一个餐桌上的龙乐豪,静静地听着大家的赞誉,眼前浮现出铸箭8年的组组镜头———	10	1	0	[0.9947688579559326, 0.005231161136180162]
地方	其二,我们今天的考核,不少都是沿用计划经济时代的坐标体系,显然有许多地方与现在的市场经济体系不相适应。	34	在平时的工作生活中,与同志、同事相处,不可能没有磕磕碰碰;远在他乡谋职求业,一年到头照顾不了家,也许会对父母、妻子有欠情、欠礼的地方。	64	1	0	[1.0, 1.0985329535135105e-14]
包	所有政府部门,国有企业、集体企业及公有产权占主导地位的企业和事业单位,除涉及国家安全的保密工程及其他特殊工程外,工程建设项目都要实行公开招标投标,并不准转包。	77	首都海淀区的干部、教师、工人、企业家,慷慨地为西柏坡乡受损的职业中学投资三十多万元;朝阳区区长李凤岭率先表态,包建西柏坡塌落的小学校教室及教师宿舍。	55	0	1	[0.010549010708928108, 0.989450991153717]
日子	经常在大通银行门外吸烟的斯蒂文无奈地表示,能在街边吸烟的日子不知还能维持多久。	28	这些年来他跑了许多地方,在外面生活的日子超过了在故乡的时间。	18	0	1	[0.011650710366666317, 0.9883493185043335]
起来	北京武术队经历了预赛成绩不理想的挫折,也尝到了摔倒后爬起来奋起直追、直至到达顶峰的欣喜。	27	然而,与此伴随的,是“村村点火,户户冒烟”的掠夺性开采造成的资源浪费和环境污染,以及迅速富裕起来的农民的畸形消费,对此,省城一家报纸发表了一篇尖锐的文章,题为《垃圾堆上的富翁》。	46	0	0	[1.0, 1.61499587710218e-14]
运动	龙潭庙会的体育世界,集运动、知识、竞赛、趣味、科技于一体,吸引着市民踊跃参与,尤其是首次通过因特耐特网向外界展开的“人机”大战,使掌握这项高新技术的网民游客,可以上网与五大棋类的国家队高手一比高低,真是别有一番情趣……	11	国家体委篮球运动管理中心主任、中国篮球协会常务副主席信兰成当选第一副主席。	6	1	1	[7.542102594015887e-06, 0.9999924898147583]
活动	他抱着试一试的心理,找到了王令喜,不料三个疗程下来,行走活动自如了,他高兴得像个孩子似的,执意要给王令喜“请功”。	28	据中央气象台提供的信息:由于高空冷涡一直在东北地区上空活动,因而12日夜间至13日白天,东北大部和内蒙古东部仍有阵雨或雷阵雨;受冷空气的影响,新疆北部有阵雨,黄淮东部、江淮东部、江南大部、华南大部和西南地区东部有小到中雨,局部地区有大雨或暴雨,我国其余地区为晴到多云天气。	27	1	0	[1.0, 7.058991248165659e-33]
突出	刚刚过去的1997年,是我国教职工住房建设史上成绩最为突出的一年,全年预计可完成投资160亿元,竣工面积2322万平方米,比1996年分别增长2·72%和3·98%,达到了历史最高水平。	27	资产负债比例管理办法的核心就是要突出效益的导向作用,引导建设银行按“三性”原则配置资金。	16	0	1	[3.189992625607374e-08, 1.0]
穿	虽说幽默这东西多点少点既不碍吃也不碍穿更不碍活着(似乎整个一个奢侈品),但有了它,你大抵便与社会与人群相处得更融洽更滋润。	18	好在穷人的孩子都懂事,不挑吃不挑穿,终日除了学习就干些力所能及的活儿,大一点了就到矿上拣煤拣铁。	16	1	1	[0.0028964970260858536, 0.9971035122871399]
